Date,MARA_Close,RIOT_Close,^GSPC_Close
2020-01-02,1.0499999523162842,1.2200000286102295,3257.85009765625
2020-01-03,0.9599999785423279,1.1799999475479126,3234.85009765625
2020-01-06,0.9700000286102295,1.2999999523162842,3246.280029296875
2020-01-07,1.090000033378601,1.4900000095367432,3237.179931640625
2020-01-08,0.949999988079071,1.3700000047683716,3253.050048828125
2020-01-09,0.9300000071525574,1.3300000429153442,3274.699951171875
2020-01-10,0.9300000071525574,1.409999966621399,3265.35009765625
2020-01-13,0.9100000262260437,1.3600000143051147,3288.1298828125
2020-01-14,0.9900000095367432,1.4199999570846558,3283.14990234375
2020-01-15,0.9900000095367432,1.399999976158142,3289.2900390625
2020-01-16,1.0199999809265137,1.4299999475479126,3316.81005859375
2020-01-17,1.0299999713897705,1.4600000381469727,3329.6201171875
2020-01-21,0.9800000190734863,1.399999976158142,3320.7900390625
2020-01-22,0.9800000190734863,1.340000033378601,3321.75
2020-01-23,0.9399999976158142,1.2599999904632568,3325.5400390625
2020-01-24,0.9300000071525574,1.2599999904632568,3295.469970703125
2020-01-27,0.949999988079071,1.2400000095367432,3243.6298828125
2020-01-28,1.0099999904632568,1.309999942779541,3276.239990234375
2020-01-29,0.9900000095367432,1.309999942779541,3273.39990234375
2020-01-30,1.0700000524520874,1.4299999475479126,3283.659912109375
2020-01-31,1.0399999618530273,1.350000023841858,3225.52001953125
2020-02-03,1.0199999809265137,1.3600000143051147,3248.919921875
2020-02-04,1.0199999809265137,1.3799999952316284,3297.590087890625
2020-02-05,1.149999976158142,1.4800000190734863,3334.68994140625
2020-02-06,1.1100000143051147,1.4299999475479126,3345.780029296875
2020-02-07,1.1399999856948853,1.4299999475479126,3327.7099609375
2020-02-10,1.1100000143051147,1.4800000190734863,3352.090087890625
2020-02-11,1.1799999475479126,1.6799999475479126,3357.75
2020-02-12,1.2599999904632568,1.600000023841858,3379.449951171875
2020-02-13,1.25,1.6100000143051147,3373.93994140625
2020-02-14,1.25,1.6399999856948853,3380.159912109375
2020-02-18,1.1100000143051147,1.5,3370.2900390625
2020-02-19,1.0700000524520874,1.5,3386.14990234375
2020-02-20,1.0399999618530273,1.4199999570846558,3373.22998046875
2020-02-21,1.0299999713897705,1.409999966621399,3337.75
2020-02-24,0.9800000190734863,1.3300000429153442,3225.889892578125
2020-02-25,0.949999988079071,1.2599999904632568,3128.2099609375
2020-02-26,0.9599999785423279,1.2450000047683716,3116.389892578125
2020-02-27,0.9300000071525574,1.2300000190734863,2978.760009765625
2020-02-28,0.8600000143051147,1.1399999856948853,2954.219970703125
2020-03-02,0.8799999952316284,1.1799999475479126,3090.22998046875
2020-03-03,0.8999999761581421,1.1399999856948853,3003.3701171875
2020-03-04,0.9100000262260437,1.1649999618530273,3130.1201171875
2020-03-05,0.9100000262260437,1.2799999713897705,3023.93994140625
2020-03-06,0.8899999856948853,1.2699999809265137,2972.3701171875
2020-03-09,0.7200000286102295,1.0800000429153442,2746.56005859375
2020-03-10,0.7400000095367432,1.0700000524520874,2882.22998046875
2020-03-11,0.7200000286102295,1.0099999904632568,2741.3798828125
2020-03-12,0.5400000214576721,0.7279999852180481,2480.639892578125
2020-03-13,0.6000000238418579,0.7200000286102295,2711.02001953125
2020-03-16,0.49000000953674316,0.6579999923706055,2386.1298828125
2020-03-17,0.47999998927116394,0.7480000257492065,2529.18994140625
2020-03-18,0.4000000059604645,0.6499999761581421,2398.10009765625
2020-03-19,0.47999998927116394,0.703000009059906,2409.389892578125
2020-03-20,0.5199999809265137,0.7049999833106995,2304.919921875
2020-03-23,0.44999998807907104,0.6690000295639038,2237.39990234375
2020-03-24,0.5199999809265137,0.7979999780654907,2447.330078125
2020-03-25,0.5,0.7730000019073486,2475.56005859375
2020-03-26,0.5199999809265137,0.8159999847412109,2630.070068359375
2020-03-27,0.5,0.7889999747276306,2541.469970703125
2020-03-30,0.49000000953674316,0.7919999957084656,2626.64990234375
2020-03-31,0.44999998807907104,0.8330000042915344,2584.590087890625
2020-04-01,0.4000000059604645,0.7730000019073486,2470.5
2020-04-02,0.44999998807907104,0.7799999713897705,2526.89990234375
2020-04-03,0.46000000834465027,0.8999999761581421,2488.64990234375
2020-04-06,0.5,1.0950000286102295,2663.679931640625
2020-04-07,0.5,1.0199999809265137,2659.409912109375
2020-04-08,0.47999998927116394,1.0700000524520874,2749.97998046875
2020-04-09,0.46000000834465027,1.0299999713897705,2789.820068359375
2020-04-13,0.4399999976158142,1.0099999904632568,2761.6298828125
2020-04-14,0.44999998807907104,1.0099999904632568,2846.06005859375
2020-04-15,0.44999998807907104,1.1299999952316284,2783.360107421875
2020-04-16,0.4300000071525574,1.1699999570846558,2799.550048828125
2020-04-17,0.4300000071525574,1.1399999856948853,2874.56005859375
2020-04-20,0.4300000071525574,1.100000023841858,2823.159912109375
2020-04-21,0.41999998688697815,1.0199999809265137,2736.56005859375
2020-04-22,0.41999998688697815,1.0700000524520874,2799.31005859375
2020-04-23,0.5,1.149999976158142,2797.800048828125
2020-04-24,0.4699999988079071,1.25,2836.739990234375
2020-04-27,0.46000000834465027,1.2400000095367432,2878.47998046875
2020-04-28,0.4399999976158142,1.159999966621399,2863.389892578125
2020-04-29,0.47999998927116394,1.2100000381469727,2939.510009765625
2020-04-30,0.44999998807907104,1.2100000381469727,2912.429931640625
2020-05-01,0.4399999976158142,1.0700000524520874,2830.7099609375
2020-05-04,0.4300000071525574,1.1200000047683716,2842.739990234375
