timestamp,open,high,low,close,volume,time_diff
2024-01-01 17:15:00,106.57,106.75,106.09,106.48,48822.0,0 days 00:15:00
2024-01-01 17:30:00,106.49,106.63,106.15,106.29,30937.0,0 days 00:15:00
2024-01-01 17:45:00,106.3,107.2,106.2,107.1,63054.0,0 days 00:15:00
2024-01-01 18:00:00,107.1,108.16,107.1,108.04,88027.0,0 days 00:15:00
2024-01-01 18:15:00,108.03,108.5,107.68,108.11,91911.0,0 days 00:15:00
2024-01-01 18:30:00,108.09,108.26,107.65,108.18,61280.0,0 days 00:15:00
2024-01-01 18:45:00,108.18,108.18,107.65,107.85,38703.0,0 days 00:15:00
2024-01-01 19:00:00,107.87,107.97,107.41,107.81,44362.0,0 days 00:15:00
2024-01-01 19:15:00,107.81,109.12,107.45,108.57,93158.0,0 days 00:15:00
2024-01-01 19:30:00,108.57,108.98,108.32,108.6,48293.0,0 days 00:15:00
2024-01-01 19:45:00,108.6,109.09,108.55,108.81,48530.0,0 days 00:15:00
2024-01-01 20:00:00,108.81,109.46,108.81,108.99,72379.0,0 days 00:15:00
2024-01-01 20:15:00,109.0,109.11,108.06,108.51,64784.0,0 days 00:15:00
2024-01-01 20:30:00,108.49,108.74,108.07,108.47,43688.0,0 days 00:15:00
2024-01-01 20:45:00,108.48,108.56,107.45,107.91,64893.0,0 days 00:15:00
2024-01-01 21:00:00,107.96,108.3,107.66,107.74,43725.0,0 days 00:15:00
2024-01-01 21:15:00,107.76,107.87,107.54,107.78,31854.0,0 days 00:15:00
2024-01-01 21:30:00,107.78,108.17,107.57,108.07,29219.0,0 days 00:15:00
2024-01-01 21:45:00,108.05,108.3,107.86,108.09,22957.0,0 days 00:15:00
2024-01-01 22:00:00,108.09,108.19,107.71,107.8,28913.0,0 days 00:15:00
2024-01-01 22:15:00,107.79,107.95,107.23,107.78,42540.0,0 days 00:15:00
2024-01-01 22:30:00,107.77,108.11,107.59,107.84,14897.0,0 days 00:15:00
2024-01-01 22:45:00,107.85,108.2,107.85,108.16,9149.0,0 days 00:15:00
2024-01-01 23:00:00,108.17,108.86,108.1,108.26,60675.0,0 days 00:15:00
2024-01-01 23:15:00,108.26,109.04,108.16,109.04,51314.0,0 days 00:15:00
2024-01-01 23:30:00,109.03,109.6,108.89,109.3,95863.0,0 days 00:15:00
2024-01-01 23:45:00,109.29,109.99,108.96,109.97,71519.0,0 days 00:15:00
2024-01-02 00:00:00,109.96,110.0,108.88,109.15,121066.0,0 days 00:15:00
2024-01-02 00:15:00,109.15,109.75,108.48,109.03,112711.0,0 days 00:15:00
2024-01-02 00:30:00,109.03,109.6,108.9,109.46,71828.0,0 days 00:15:00
2024-01-02 00:45:00,109.45,111.1,109.01,110.7,144589.0,0 days 00:15:00
2024-01-02 01:00:00,110.7,113.36,110.68,111.52,325522.0,0 days 00:15:00
2024-01-02 01:15:00,111.52,112.94,111.43,112.06,154821.0,0 days 00:15:00
2024-01-02 01:30:00,112.03,112.37,111.05,111.45,116903.0,0 days 00:15:00
2024-01-02 01:45:00,111.44,111.72,110.74,111.26,130209.0,0 days 00:15:00
2024-01-02 02:00:00,111.27,111.99,111.24,111.57,70082.0,0 days 00:15:00
2024-01-02 02:15:00,111.59,111.78,111.07,111.51,58732.0,0 days 00:15:00
2024-01-02 02:30:00,111.51,112.03,111.16,111.95,60415.0,0 days 00:15:00
2024-01-02 02:45:00,111.96,112.02,111.48,111.98,61225.0,0 days 00:15:00
2024-01-02 03:00:00,111.99,112.12,110.78,111.23,113744.0,0 days 00:15:00
2024-01-02 03:15:00,111.22,111.38,110.9,111.15,41474.0,0 days 00:15:00
2024-01-02 03:30:00,111.16,111.35,111.04,111.11,32373.0,0 days 00:15:00
2024-01-02 03:45:00,111.13,111.48,111.01,111.47,36493.0,0 days 00:15:00
2024-01-02 04:00:00,111.48,111.54,111.01,111.26,50564.0,0 days 00:15:00
2024-01-02 04:15:00,111.25,111.83,110.97,111.73,42868.0,0 days 00:15:00
2024-01-02 04:30:00,111.72,111.95,111.45,111.55,44326.0,0 days 00:15:00
2024-01-02 04:45:00,111.58,112.84,111.53,112.48,113787.0,0 days 00:15:00
2024-01-02 05:00:00,112.47,113.26,112.44,113.13,95251.0,0 days 00:15:00
2024-01-02 05:15:00,113.13,113.17,112.54,112.74,56986.0,0 days 00:15:00
2024-01-02 05:30:00,112.74,112.74,112.17,112.27,54725.0,0 days 00:15:00
2024-01-02 05:45:00,112.28,113.1,112.28,112.66,65864.0,0 days 00:15:00
2024-01-02 06:00:00,112.65,112.75,111.84,112.43,62239.0,0 days 00:15:00
2024-01-02 06:15:00,112.44,112.97,112.31,112.95,32791.0,0 days 00:15:00
2024-01-02 06:30:00,112.95,112.95,112.22,112.71,40234.0,0 days 00:15:00
2024-01-02 06:45:00,112.72,113.33,112.63,112.67,64688.0,0 days 00:15:00
2024-01-02 07:00:00,112.68,114.0,112.65,113.83,156359.0,0 days 00:15:00
2024-01-02 07:15:00,113.82,114.61,113.56,114.43,150986.0,0 days 00:15:00
2024-01-02 07:30:00,114.44,114.54,113.9,114.43,98367.0,0 days 00:15:00
2024-01-02 07:45:00,114.45,114.78,114.15,114.46,112290.0,0 days 00:15:00
2024-01-02 08:00:00,114.46,114.82,113.66,114.33,124945.0,0 days 00:15:00
2024-01-02 08:15:00,114.34,114.86,113.97,114.71,129405.0,0 days 00:15:00
2024-01-02 08:30:00,114.7,115.1,114.02,114.09,126866.0,0 days 00:15:00
2024-01-02 08:45:00,114.08,114.92,114.04,114.46,74666.0,0 days 00:15:00
2024-01-02 09:00:00,114.5,115.27,114.35,115.2,73532.0,0 days 00:15:00
2024-01-02 09:15:00,115.23,116.57,115.04,116.48,197925.0,0 days 00:15:00
2024-01-02 09:30:00,116.48,116.97,115.74,116.12,215028.0,0 days 00:15:00
2024-01-02 09:45:00,116.12,116.45,115.8,115.87,79615.0,0 days 00:15:00
2024-01-02 10:00:00,115.87,115.96,114.76,115.93,167337.0,0 days 00:15:00
2024-01-02 10:15:00,115.94,116.69,115.29,115.85,110853.0,0 days 00:15:00
2024-01-02 10:30:00,115.83,115.88,114.46,114.84,122436.0,0 days 00:15:00
2024-01-02 10:45:00,114.85,115.84,114.78,115.38,80891.0,0 days 00:15:00
2024-01-02 11:00:00,115.36,115.78,114.9,115.12,67149.0,0 days 00:15:00
2024-01-02 11:15:00,115.12,115.55,115.07,115.23,33233.0,0 days 00:15:00
2024-01-02 11:30:00,115.23,115.33,113.79,114.08,162417.0,0 days 00:15:00
2024-01-02 11:45:00,114.07,114.4,112.3,114.03,295614.0,0 days 00:15:00
2024-01-02 12:00:00,114.04,114.23,113.3,113.92,84764.0,0 days 00:15:00
2024-01-02 12:15:00,113.92,114.27,113.78,114.18,58785.0,0 days 00:15:00
2024-01-02 12:30:00,114.19,114.53,113.76,113.99,82049.0,0 days 00:15:00
2024-01-02 12:45:00,113.99,114.08,112.95,113.11,140763.0,0 days 00:15:00
2024-01-02 13:00:00,113.11,114.06,113.02,113.76,77511.0,0 days 00:15:00
2024-01-02 13:15:00,113.77,114.2,113.57,113.96,51658.0,0 days 00:15:00
2024-01-02 13:30:00,113.96,114.18,113.51,113.78,82286.0,0 days 00:15:00
2024-01-02 13:45:00,113.8,113.9,113.3,113.52,36791.0,0 days 00:15:00
2024-01-02 14:00:00,113.52,113.65,112.72,113.46,117407.0,0 days 00:15:00
2024-01-02 14:15:00,113.46,113.95,112.01,112.46,168696.0,0 days 00:15:00
2024-01-02 14:30:00,112.47,112.58,111.15,111.72,254070.0,0 days 00:15:00
2024-01-02 14:45:00,111.71,111.78,109.26,110.17,417795.0,0 days 00:15:00
2024-01-02 15:00:00,110.18,110.74,108.69,109.02,181214.0,0 days 00:15:00
2024-01-02 15:15:00,109.01,109.48,107.77,108.93,294677.0,0 days 00:15:00
2024-01-02 15:30:00,108.94,110.58,108.5,110.5,172501.0,0 days 00:15:00
2024-01-02 15:45:00,110.5,110.52,109.5,109.73,98192.0,0 days 00:15:00
2024-01-02 16:00:00,109.74,110.26,108.69,108.99,122511.0,0 days 00:15:00
2024-01-02 16:15:00,108.99,109.74,108.57,109.64,129659.0,0 days 00:15:00
2024-01-02 16:30:00,109.63,110.02,108.85,109.89,76544.0,0 days 00:15:00
2024-01-02 16:45:00,109.9,110.45,109.69,110.18,91705.0,0 days 00:15:00
2024-01-02 17:00:00,110.2,110.48,109.19,109.37,67323.0,0 days 00:15:00
2024-01-02 17:15:00,109.37,109.69,108.97,109.08,66496.0,0 days 00:15:00
2024-01-02 17:30:00,109.08,109.15,106.48,107.55,332266.0,0 days 00:15:00
2024-01-02 17:45:00,107.55,108.25,107.05,107.73,116514.0,0 days 00:15:00
2024-01-02 18:00:00,107.72,108.46,107.67,108.13,63531.0,0 days 00:15:00
2024-01-02 18:15:00,108.13,108.31,107.22,107.82,86787.0,0 days 00:15:00
2024-01-02 18:30:00,107.83,108.3,107.67,107.69,54922.0,0 days 00:15:00
2024-01-02 18:45:00,107.69,108.23,107.6,107.85,37923.0,0 days 00:15:00
2024-01-02 19:00:00,107.85,109.04,107.76,109.04,76474.0,0 days 00:15:00
2024-01-02 19:15:00,109.03,109.13,107.4,107.76,76699.0,0 days 00:15:00
2024-01-02 19:30:00,107.76,108.2,107.14,107.44,59256.0,0 days 00:15:00
2024-01-02 19:45:00,107.44,107.9,107.01,107.73,42215.0,0 days 00:15:00
2024-01-02 20:00:00,107.72,108.61,107.25,108.34,62631.0,0 days 00:15:00
2024-01-02 20:15:00,108.33,108.71,107.82,107.93,39100.0,0 days 00:15:00
2024-01-02 20:30:00,107.96,108.12,107.45,107.6,26300.0,0 days 00:15:00
2024-01-02 20:45:00,107.61,108.14,106.96,107.04,78885.0,0 days 00:15:00
2024-01-02 21:00:00,107.04,107.39,106.61,107.39,79090.0,0 days 00:15:00
2024-01-02 21:15:00,107.39,107.72,106.93,106.98,32383.0,0 days 00:15:00
2024-01-02 21:30:00,106.99,107.8,106.86,107.55,44657.0,0 days 00:15:00
2024-01-02 21:45:00,107.55,108.02,107.34,108.0,44573.0,0 days 00:15:00
2024-01-02 22:00:00,108.0,108.89,107.82,108.55,77905.0,0 days 00:15:00
2024-01-02 22:15:00,108.55,108.91,108.19,108.28,46851.0,0 days 00:15:00
2024-01-02 22:30:00,108.27,108.27,107.56,108.04,25667.0,0 days 00:15:00
2024-01-02 22:45:00,108.03,108.61,107.8,107.98,45568.0,0 days 00:15:00
2024-01-02 23:00:00,107.98,108.04,107.14,107.37,40728.0,0 days 00:15:00
2024-01-02 23:15:00,107.37,107.66,107.1,107.25,28712.0,0 days 00:15:00
2024-01-02 23:30:00,107.25,107.27,106.67,106.85,42506.0,0 days 00:15:00
2024-01-02 23:45:00,106.87,107.06,106.01,106.75,118813.0,0 days 00:15:00
2024-01-03 00:00:00,106.77,108.09,106.61,108.0,108418.0,0 days 00:15:00
2024-01-03 00:15:00,108.01,108.05,106.52,106.77,73339.0,0 days 00:15:00
2024-01-03 00:30:00,106.77,107.93,106.61,107.92,65105.0,0 days 00:15:00
2024-01-03 00:45:00,107.94,107.98,107.21,107.41,84921.0,0 days 00:15:00
2024-01-03 01:00:00,107.41,107.96,107.11,107.69,83332.0,0 days 00:15:00
2024-01-03 01:15:00,107.69,107.92,107.19,107.24,37963.0,0 days 00:15:00
2024-01-03 01:30:00,107.24,107.42,106.65,107.4,64935.0,0 days 00:15:00
2024-01-03 01:45:00,107.39,108.57,107.3,108.2,87790.0,0 days 00:15:00
2024-01-03 02:00:00,108.2,108.75,108.13,108.37,69202.0,0 days 00:15:00
2024-01-03 02:15:00,108.36,108.4,107.81,108.14,53566.0,0 days 00:15:00
2024-01-03 02:30:00,108.13,108.47,107.77,107.92,55401.0,0 days 00:15:00
2024-01-03 02:45:00,107.91,108.01,107.46,107.74,49101.0,0 days 00:15:00
2024-01-03 03:00:00,107.73,107.8,107.19,107.71,41371.0,0 days 00:15:00
2024-01-03 03:15:00,107.69,108.12,107.37,107.55,43309.0,0 days 00:15:00
2024-01-03 03:30:00,107.53,107.78,107.23,107.72,30958.0,0 days 00:15:00
2024-01-03 03:45:00,107.72,108.15,107.71,108.14,36486.0,0 days 00:15:00
2024-01-03 04:00:00,108.14,108.23,107.12,107.56,45325.0,0 days 00:15:00
2024-01-03 04:15:00,107.55,108.49,107.53,107.98,73295.0,0 days 00:15:00
2024-01-03 04:30:00,107.96,108.06,107.36,107.46,55226.0,0 days 00:15:00
2024-01-03 04:45:00,107.47,108.05,107.4,108.04,26257.0,0 days 00:15:00
2024-01-03 05:00:00,108.03,108.7,107.73,108.66,77579.0,0 days 00:15:00
2024-01-03 05:15:00,108.66,108.95,108.4,108.81,54701.0,0 days 00:15:00
2024-01-03 05:30:00,108.79,108.88,108.41,108.43,46188.0,0 days 00:15:00
2024-01-03 05:45:00,108.41,108.84,108.21,108.37,49232.0,0 days 00:15:00
2024-01-03 06:00:00,108.37,108.69,107.94,108.25,66595.0,0 days 00:15:00
2024-01-03 06:15:00,108.27,109.8,108.27,109.45,157816.0,0 days 00:15:00
2024-01-03 06:30:00,109.45,109.45,108.72,108.96,83969.0,0 days 00:15:00
2024-01-03 06:45:00,108.96,109.44,108.66,109.28,51795.0,0 days 00:15:00
2024-01-03 07:00:00,109.29,109.94,109.16,109.85,82537.0,0 days 00:15:00
2024-01-03 07:15:00,109.85,109.88,109.34,109.55,41178.0,0 days 00:15:00
2024-01-03 07:30:00,109.56,109.64,108.28,108.57,86611.0,0 days 00:15:00
2024-01-03 07:45:00,108.56,108.56,107.4,107.79,151266.0,0 days 00:15:00
2024-01-03 08:00:00,107.79,108.28,107.5,108.17,89552.0,0 days 00:15:00
2024-01-03 08:15:00,108.17,108.63,107.95,108.23,64619.0,0 days 00:15:00
2024-01-03 08:30:00,108.23,108.46,107.69,107.94,42118.0,0 days 00:15:00
2024-01-03 08:45:00,107.95,108.52,107.56,108.36,57968.0,0 days 00:15:00
2024-01-03 09:00:00,108.37,109.09,108.23,108.8,100893.0,0 days 00:15:00
2024-01-03 09:15:00,108.81,109.38,108.37,109.15,88787.0,0 days 00:15:00
2024-01-03 09:30:00,109.16,109.45,108.64,109.04,67761.0,0 days 00:15:00
2024-01-03 09:45:00,109.04,109.14,108.68,108.98,40698.0,0 days 00:15:00
2024-01-03 10:00:00,108.97,109.4,108.77,109.23,28674.0,0 days 00:15:00
2024-01-03 10:15:00,109.22,109.4,108.47,108.62,70066.0,0 days 00:15:00
2024-01-03 10:30:00,108.62,108.85,106.65,107.13,227519.0,0 days 00:15:00
2024-01-03 10:45:00,107.13,107.56,106.33,107.3,161551.0,0 days 00:15:00
2024-01-03 11:00:00,107.3,107.46,105.0,105.21,338566.0,0 days 00:15:00
2024-01-03 11:15:00,105.21,105.87,104.21,104.56,395198.0,0 days 00:15:00
2024-01-03 11:30:00,104.55,105.52,104.07,105.11,183295.0,0 days 00:15:00
2024-01-03 11:45:00,105.12,105.14,102.29,103.43,568224.0,0 days 00:15:00
2024-01-03 12:00:00,103.46,103.48,80.53,93.38,3716399.0,0 days 00:15:00
2024-01-03 12:15:00,93.37,97.68,91.5,97.43,1203536.0,0 days 00:15:00
2024-01-03 12:30:00,97.42,98.03,95.11,97.06,569439.0,0 days 00:15:00
2024-01-03 12:45:00,97.06,101.17,96.83,100.21,787842.0,0 days 00:15:00
2024-01-03 13:00:00,100.21,100.21,98.31,99.15,419866.0,0 days 00:15:00
2024-01-03 13:15:00,99.15,100.18,98.5,99.12,347676.0,0 days 00:15:00
2024-01-03 13:30:00,99.12,99.8,98.06,98.31,273325.0,0 days 00:15:00
2024-01-03 13:45:00,98.31,98.44,96.33,98.43,462443.0,0 days 00:15:00
2024-01-03 14:00:00,98.44,98.65,96.7,97.05,226447.0,0 days 00:15:00
2024-01-03 14:15:00,97.04,97.26,94.49,96.38,557942.0,0 days 00:15:00
2024-01-03 14:30:00,96.38,97.77,95.77,97.58,272430.0,0 days 00:15:00
2024-01-03 14:45:00,97.58,97.58,96.4,96.56,161094.0,0 days 00:15:00
2024-01-03 15:00:00,96.54,98.69,96.43,97.96,283402.0,0 days 00:15:00
2024-01-03 15:15:00,97.95,98.53,97.48,98.0,187184.0,0 days 00:15:00
2024-01-03 15:30:00,97.98,98.33,97.47,97.76,127838.0,0 days 00:15:00
2024-01-03 15:45:00,97.76,102.19,97.63,102.18,366476.0,0 days 00:15:00
2024-01-03 16:00:00,102.09,103.24,100.16,100.88,637056.0,0 days 00:15:00
2024-01-03 16:15:00,100.87,101.48,99.74,101.08,232677.0,0 days 00:15:00
2024-01-03 16:30:00,101.09,101.26,98.16,99.32,370858.0,0 days 00:15:00
2024-01-03 16:45:00,99.3,100.11,98.47,99.66,260698.0,0 days 00:15:00
2024-01-03 17:00:00,99.65,99.74,98.48,98.85,139566.0,0 days 00:15:00
2024-01-03 17:15:00,98.85,98.86,97.66,98.37,200057.0,0 days 00:15:00
2024-01-03 17:30:00,98.35,98.81,97.55,97.66,102850.0,0 days 00:15:00
2024-01-03 17:45:00,97.66,97.89,96.55,97.77,234431.0,0 days 00:15:00
2024-01-03 18:00:00,97.76,98.94,97.45,98.39,218063.0,0 days 00:15:00
2024-01-03 18:15:00,98.38,98.55,97.32,97.54,93226.0,0 days 00:15:00
2024-01-03 18:30:00,97.55,97.66,96.75,97.29,99439.0,0 days 00:15:00
2024-01-03 18:45:00,97.26,97.37,94.96,96.88,331319.0,0 days 00:15:00
2024-01-03 19:00:00,96.88,97.78,96.52,97.37,163688.0,0 days 00:15:00
2024-01-03 19:15:00,97.37,97.89,97.3,97.71,64141.0,0 days 00:15:00
2024-01-03 19:30:00,97.7,98.51,97.6,97.8,109594.0,0 days 00:15:00
2024-01-03 19:45:00,97.8,98.14,97.2,97.41,60447.0,0 days 00:15:00
2024-01-03 20:00:00,97.4,97.97,97.26,97.93,57830.0,0 days 00:15:00
2024-01-03 20:15:00,97.92,98.8,97.92,98.58,143246.0,0 days 00:15:00
2024-01-03 20:30:00,98.58,99.71,98.58,99.12,114847.0,0 days 00:15:00
2024-01-03 20:45:00,99.12,99.82,99.11,99.66,85802.0,0 days 00:15:00
2024-01-03 21:00:00,99.65,100.14,98.68,98.82,120318.0,0 days 00:15:00
2024-01-03 21:15:00,98.83,100.57,98.82,99.99,91820.0,0 days 00:15:00
2024-01-03 21:30:00,99.98,100.1,99.35,99.77,61595.0,0 days 00:15:00
2024-01-03 21:45:00,99.78,100.35,99.73,100.3,60569.0,0 days 00:15:00
2024-01-03 22:00:00,100.3,100.34,99.57,99.79,55769.0,0 days 00:15:00
2024-01-03 22:15:00,99.79,99.87,99.01,99.12,54704.0,0 days 00:15:00
2024-01-03 22:30:00,99.11,99.12,98.38,98.49,45099.0,0 days 00:15:00
2024-01-03 22:45:00,98.49,99.2,98.2,98.89,29252.0,0 days 00:15:00
2024-01-03 23:00:00,98.86,99.06,97.79,97.97,81820.0,0 days 00:15:00
2024-01-03 23:15:00,97.96,98.54,97.89,98.39,49104.0,0 days 00:15:00
2024-01-03 23:30:00,98.4,98.69,98.14,98.26,37663.0,0 days 00:15:00
2024-01-03 23:45:00,98.26,98.66,98.2,98.59,26214.0,0 days 00:15:00
2024-01-04 00:00:00,98.58,100.13,98.16,100.01,153061.0,0 days 00:15:00
2024-01-04 00:15:00,100.0,100.09,99.12,99.67,62617.0,0 days 00:15:00
2024-01-04 00:30:00,99.65,100.4,99.43,99.83,65935.0,0 days 00:15:00
2024-01-04 00:45:00,99.83,100.19,99.59,100.12,71105.0,0 days 00:15:00
2024-01-04 01:00:00,100.12,100.42,99.6,99.71,49110.0,0 days 00:15:00
2024-01-04 01:15:00,99.7,99.7,97.55,98.41,150256.0,0 days 00:15:00
2024-01-04 01:30:00,98.41,98.79,98.24,98.54,67514.0,0 days 00:15:00
2024-01-04 01:45:00,98.54,99.16,98.25,98.38,59347.0,0 days 00:15:00
2024-01-04 02:00:00,98.38,99.48,98.06,99.35,62287.0,0 days 00:15:00
2024-01-04 02:15:00,99.36,100.36,99.31,99.9,92167.0,0 days 00:15:00
2024-01-04 02:30:00,99.9,100.22,99.76,100.03,43689.0,0 days 00:15:00
2024-01-04 02:45:00,100.03,101.16,100.03,100.93,96563.0,0 days 00:15:00
2024-01-04 03:00:00,100.92,101.99,100.86,101.58,144192.0,0 days 00:15:00
2024-01-04 03:15:00,101.58,101.58,100.65,100.71,89543.0,0 days 00:15:00
2024-01-04 03:30:00,100.71,100.78,100.16,100.32,57639.0,0 days 00:15:00
2024-01-04 03:45:00,100.32,101.31,100.31,101.08,69107.0,0 days 00:15:00
2024-01-04 04:00:00,101.08,101.45,100.55,100.82,58356.0,0 days 00:15:00
2024-01-04 04:15:00,100.81,101.0,100.34,100.73,36694.0,0 days 00:15:00
2024-01-04 04:30:00,100.74,100.88,100.23,100.41,35270.0,0 days 00:15:00
2024-01-04 04:45:00,100.42,101.19,100.34,100.55,51333.0,0 days 00:15:00
2024-01-04 05:00:00,100.55,101.08,100.36,100.48,43461.0,0 days 00:15:00
2024-01-04 05:15:00,100.48,100.74,99.61,99.89,84198.0,0 days 00:15:00
2024-01-04 05:30:00,99.9,101.76,99.88,101.03,177030.0,0 days 00:15:00
2024-01-04 05:45:00,101.04,101.52,100.92,101.22,69256.0,0 days 00:15:00
2024-01-04 06:00:00,101.22,101.52,100.63,100.77,46769.0,0 days 00:15:00
2024-01-04 06:15:00,100.74,101.12,100.42,100.96,47147.0,0 days 00:15:00
2024-01-04 06:30:00,100.97,101.39,100.66,101.16,43869.0,0 days 00:15:00
2024-01-04 06:45:00,101.15,101.29,100.5,100.75,40115.0,0 days 00:15:00
2024-01-04 07:00:00,100.75,101.23,100.01,100.41,105137.0,0 days 00:15:00
